"","family",".model_id",".model_desc",".key","_date","sales",".conf_lo",".conf_hi","as_of","start_date","end_date"
"1","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-16,61.7375078957521,21.4872265310275,101.987789260477,2024-05-22,2015-01-01,2017-08-15
"2","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-17,52.2723356217205,12.0220542569958,92.5226169864451,2024-05-22,2015-01-01,2017-08-15
"3","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-18,57.2487731228619,16.9984917581373,97.4990544875866,2024-05-22,2015-01-01,2017-08-15
"4","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-19,77.1878198277094,36.9375384629848,117.438101192434,2024-05-22,2015-01-01,2017-08-15
"5","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-20,81.8952901735055,41.6450088087808,122.14557153823,2024-05-22,2015-01-01,2017-08-15
"6","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-21,56.7333981357664,16.4831167710418,96.983679500491,2024-05-22,2015-01-01,2017-08-15
"7","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-22,56.3574649639229,16.1071835991983,96.6077463286476,2024-05-22,2015-01-01,2017-08-15
"8","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-23,59.4447402443835,19.1944588796589,99.6950216091081,2024-05-22,2015-01-01,2017-08-15
"9","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-24,49.9867352069833,9.73645384225864,90.2370165717079,2024-05-22,2015-01-01,2017-08-15
"10","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-25,54.9858231323592,14.7355417676346,95.2361044970838,2024-05-22,2015-01-01,2017-08-15
"11","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-26,74.960708695416,34.7104273306913,115.210990060141,2024-05-22,2015-01-01,2017-08-15
"12","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-27,79.7150427686416,39.4647614039169,119.965324133366,2024-05-22,2015-01-01,2017-08-15
"13","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-28,54.6091011132711,14.3588197485465,94.8593824779958,2024-05-22,2015-01-01,2017-08-15
"14","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-29,54.2965728565746,14.04629149185,94.5468542212992,2024-05-22,2015-01-01,2017-08-15
"15","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-30,57.4534458372776,17.203164472553,97.7037272020023,2024-05-22,2015-01-01,2017-08-15
"16","AUTOMOTIVE",1,"PROPHET","prediction",2017-08-31,48.0703853030585,7.82010393833383,88.3206666677831,2024-05-22,2015-01-01,2017-08-15
"17","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-01,53.1493590764774,12.8990777117527,93.399640441202,2024-05-22,2015-01-01,2017-08-15
"18","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-02,73.2091100425457,32.9588286778211,113.45939140727,2024-05-22,2015-01-01,2017-08-15
"19","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-03,78.053752292573,37.8034709278483,118.304033657298,2024-05-22,2015-01-01,2017-08-15
"20","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-04,53.0444099726686,12.794128607944,93.2946913373932,2024-05-22,2015-01-01,2017-08-15
"21","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-05,52.8359461453935,12.5856647806688,93.0862275101181,2024-05-22,2015-01-01,2017-08-15
"22","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-06,56.1057709081192,15.8554895433945,96.3560522728438,2024-05-22,2015-01-01,2017-08-15
"23","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-07,46.8461280931746,6.59584672845002,87.0964094578993,2024-05-22,2015-01-01,2017-08-15
"24","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-08,52.0606170984126,11.8103357336879,92.3108984631372,2024-05-22,2015-01-01,2017-08-15
"25","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-09,72.2695546078983,32.0192732431737,112.519835972623,2024-05-22,2015-01-01,2017-08-15
"26","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-10,77.2784567930918,37.0281754283672,117.528738157816,2024-05-22,2015-01-01,2017-08-15
"27","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-11,52.449565498592,12.1992841338674,92.6998468633167,2024-05-22,2015-01-01,2017-08-15
"28","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-12,52.4384702296609,12.1881888649363,92.6887515943855,2024-05-22,2015-01-01,2017-08-15
"29","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-13,55.9228195871795,15.6725382224549,96.1731009519042,2024-05-22,2015-01-01,2017-08-15
"30","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-14,46.8945256179256,6.64424425320097,87.1448069826502,2024-05-22,2015-01-01,2017-08-15
"31","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-15,52.3562213633884,12.1059399986638,92.606502728113,2024-05-22,2015-01-01,2017-08-15
"32","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-16,72.8265795567603,32.5762981920357,113.076860921485,2024-05-22,2015-01-01,2017-08-15
"33","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-17,78.1087755825857,37.858494217861,118.35905694731,2024-05-22,2015-01-01,2017-08-15
"34","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-18,53.5620199590433,13.3117385943186,93.8123013237679,2024-05-22,2015-01-01,2017-08-15
"35","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-19,53.8382130756091,13.5879317108845,94.0884944403337,2024-05-22,2015-01-01,2017-08-15
"36","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-20,57.6107158486598,17.3604344839352,97.8609972133844,2024-05-22,2015-01-01,2017-08-15
"37","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-21,48.8666388669319,8.6163575022073,89.1169202316566,2024-05-22,2015-01-01,2017-08-15
"38","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-22,54.6034085033277,14.353127138603,94.8536898680523,2024-05-22,2015-01-01,2017-08-15
"39","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-23,75.3342152661538,35.0839339014292,115.584496630878,2024-05-22,2015-01-01,2017-08-15
"40","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-24,80.8566240224393,40.6063426577147,121.106905387164,2024-05-22,2015-01-01,2017-08-15
"41","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-25,56.5242671639283,16.2739857992037,96.7745485286529,2024-05-22,2015-01-01,2017-08-15
"42","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-26,56.9836686660854,16.7333873013607,97.23395003081,2024-05-22,2015-01-01,2017-08-15
"43","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-27,60.903187473889,20.6529061091643,101.153468838614,2024-05-22,2015-01-01,2017-08-15
"44","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-28,52.2654772652997,12.0151959005751,92.5157586300244,2024-05-22,2015-01-01,2017-08-15
"45","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-29,58.0642154289707,17.8139340642461,98.3144967936954,2024-05-22,2015-01-01,2017-08-15
"46","AUTOMOTIVE",1,"PROPHET","prediction",2017-09-30,78.8097009488967,38.559419584172,119.059982313621,2024-05-22,2015-01-01,2017-08-15
"47","AUTOMOTIVE",1,"PROPHET","prediction",2017-10-01,84.2975954890961,44.0473141243715,124.547876853821,2024-05-22,2015-01-01,2017-08-15
"48","AUTOMOTIVE",1,"PROPHET","prediction",2017-10-02,59.8807238261351,19.6304424614105,100.13100519086,2024-05-22,2015-01-01,2017-08-15
"49","AUTOMOTIVE",1,"PROPHET","prediction",2017-10-03,60.2059772427688,19.9556958780441,100.456258607493,2024-05-22,2015-01-01,2017-08-15
"50","AUTOMOTIVE",1,"PROPHET","prediction",2017-10-04,63.9433047195762,23.6930233548516,104.193586084301,2024-05-22,2015-01-01,2017-08-15
"51","AUTOMOTIVE",1,"PROPHET","prediction",2017-10-05,55.0781862481266,14.827904883402,95.3284676128512,2024-05-22,2015-01-01,2017-08-15
"52","AUTOMOTIVE",1,"PROPHET","prediction",2017-10-06,60.60833935948,20.3580579947554,100.858620724205,2024-05-22,2015-01-01,2017-08-15
